Start Time,End Time,EN,ES,Highlight,Comments
00:03:09:08,00:03:09:18,"Therefore,",De manera,,
00:03:09:18,00:03:12:18,this river is key in giving its name to this city,que este río es clave en darle nombre a esta ciudad,,
00:03:12:22,00:03:14:03,which is Riohacha.,que es Riohacha.,,
00:03:14:03,00:03:15:21,It has been its story,Ha sido su historia,,
00:03:15:21,00:03:19:15,"over time and this river originates in the Sierra Nevada,","a lo largo del tiempo y este río nace en la Sierra Nevada,",,
00:03:19:15,00:03:20:04,where there are,dónde están,,
00:03:20:04,00:03:23:23,"the Kogis indigenous people and the Wiwas other indigenous peoples,","los indígenas Koguis y los wiwas otros pueblos indígenas,",,
00:03:24:09,00:03:27:09,who also have many stories about the river.,que también tienen muchas narraciones acerca del río.,,
00:03:27:17,00:03:30:16,"So, in some way these rivers are a path and are memory,","De alguna manera estos ríos son camino y son memoria,",,
00:03:30:19,00:03:33:19,memory of all the people who live along it.,memoria de todos los pueblos que viven a lo largo de él.,,
00:03:35:22,00:03:38:12,Shocking and the river too,Impactante y el río también,,
00:03:38:12,00:03:41:12,"is used as a mode of transportation, I guess.","se usa como modo de transporte,supongo.",,
00:03:41:18,00:03:44:18,"Well, he is navigable only in the lower part,","Bueno, él es navegable sólo en la parte baja,",,
00:03:44:21,00:03:47:21,"only in this lower area, but","solo en esta parte baja, pero",,
00:03:48:05,00:03:51:09,Only canoes were used to get from one shore to the other.,solo se utilizaban canoas para pasar de una orilla a otra.,,
00:03:51:21,00:03:55:13,"In Wayúu Riohacha is called suchimalü, suchima","En wayúu  Riohacha se llama suchimalü, suchima",WHITE (8),
00:03:56:08,00:03:59:11,which was like a river that goes into the earth.,que era como un río que se mete adentro de la tierra.,,
00:04:01:15,00:04:02:04,That's good.,Qué bien.,,
00:04:25:21,00:04:28:21,"And then, talking about this river","Y entonces, hablando de este río",,
00:04:28:23,00:04:32:09,and the stories he has as a being,y los relatos que tiene como un ser,,
00:04:32:11,00:04:35:15,"Living , can you tell me a little more about that?","viviente, ¿me puede hablar un poco más de eso?,",,
00:04:36:02,00:04:38:17,What is the river like?,¿Cómo es el río,,
00:04:38:17,00:04:40:19,"in relation to the people there,","en relación a la gente de ahí,",,
00:04:40:19,00:04:42:04,of the Wayuú?,de los wayú?,,
00:04:42:04,00:04:45:14,"The river generates games, games for children,","El río genera juegos, juegos para los niños,",,
00:04:46:06,00:04:49:04,the Alligator game.,el juego de Caimanes.,,
00:04:49:04,00:04:50:20,"There is a game called Trapiche, which","Hay un juego que se llama Trapiche, que",,
00:04:50:20,00:04:54:00,"It's like spinning around a river tree,","es como girar alrededor de un árbol del río,",,
00:04:54:12,00:04:57:11,water games in which they,juegos acuáticos en los cuales ellos,,
00:04:58:11,00:05:01:11,"they raise the water with their foot, among the children","levantan el agua con el pie, entre los niños",,
00:05:01:13,00:05:03:12,"They have a game called sombreros (hats),","tienen un juego que se llama sombreros,",,
00:05:03:12,00:05:06:03,which is like touching and hiding in the water.,que es como tocarse y esconderse en el agua.,,
00:05:06:03,00:05:07:19,They have many games,Tienen muchos juegos,,
00:05:07:19,00:05:10:06,and they are spaces where shaman women,y son espacios donde las mujeres chamanes,,
00:05:10:06,00:05:13:09,"collect plants for healing,","recolectan plantas para la curación,",,
00:05:14:03,00:05:16:21,"where women go to wash clothes from the river,","donde las mujeres van a lavar la ropa del río,",,
00:05:16:21,00:05:19:21,"where young Wayuú couples fall in love,","donde se enamoran las parejas jóvenes de los wayú,",,
00:05:19:23,00:05:22:01,also on the river bank.,también a la orilla del río.,,
00:05:22:01,00:05:25:01,Generates a catch at certain times of the year,Genera una pesca en ciertas épocas del año,,
00:05:25:07,00:05:29:13,and generates a great relationship with the river's own forest.,y genera una gran relación con el bosque propio del río.,,
00:05:30:19,00:05:32:04,"He changes,","Él va cambiando,",,
00:05:32:04,00:05:35:04,"from stones and almost transparent up there,","desde piedras y casi transparente allá arriba,",,
00:05:35:12,00:05:39:01,until it gradually descends to the Caribbean.,hasta que va bajando poco a poco hasta el Caribe.,,
00:05:39:15,00:05:42:15,"It is about 250 kilometers long,","Tiene unos 250 kilómetros de largo,",,
00:05:43:12,00:05:45:08,but it is a river that gives meaning,pero es un río que le da sentido,,
00:05:45:08,00:05:48:23,"to the territory in La Guajira, orders the territory.","al territorio en La Guajira, ordena al territorio.",,
00:05:48:23,00:05:50:13,That is why it is so important.,Por eso es tan importante.,,
00:05:50:13,00:05:52:23,"And when it reaches Riohacha it forms a delta,","Y cuando llega a Riohacha forma un delta,",,
00:05:52:23,00:05:56:02,"This is one of the arms, but there are three more","este es uno de los brazos, pero hay tres más",,
00:05:56:07,00:05:59:12,"in that direction, where there is a lot of life.","en aquella dirección, en donde hay mucha vida.",,
00:05:59:12,00:06:01:19,"crabs, oysters,","cangrejos, ostras,",,
00:06:01:19,00:06:04:19,"there were alligators before and anyway,","había caimanes antes y en fin,",,
00:06:05:07,00:06:08:00,structures the territory.,estructura el territorio.,,
00:06:08:00,00:06:08:19,Very important,Muy importante,,
00:06:08:19,00:06:12:01,"then for entertainment, for experience.","entonces para diversión, para la vivencia.",,
00:06:12:13,00:06:15:10,"for humans and…
Of course","Tanto para los humanos, como el país.
Claro",,
00:06:15:10,00:06:19:11,"And the road, he was called a river road because following","Y el camino, él se llamó un río camino porque siguiendo",,
00:06:19:11,00:06:22:11,"the course of it, you reach the throat",el curso de él se llega a la garganta,,
00:06:22:11,00:06:23:15,between the Sierra Nevada,entre la Sierra Nevada,,
00:06:23:15,00:06:25:03,"and the Serranía del Perijá,","y la Serranía del Perijá,",,
00:06:25:03,00:06:27:11,as inside what is now Colombia.,como al interior de lo que hoy es Colombia.,,
00:06:27:11,00:06:30:13,"This is the way, follow the river.","Este es el camino, seguir el río.",,
00:06:31:15,00:06:32:19,Union.,Unión.,,
00:06:32:19,00:06:35:19,"And you as a child,","¿Y usted como un niño,",,
00:06:37:15,00:06:39:00,did you grow up here in Riohacha?,creció aquí en Riohacha?,,
00:06:39:00,00:06:42:10,"Yes, between Riohacha and Carrizal is my original land,","Sí, entre Riohacha y Carrizal es mi tierra original,",,
00:06:43:07,00:06:44:09,but I studied here,pero estudiaba aquí,,
00:06:44:09,00:06:46:12,and therefore the river was very important.,y por lo tanto el río fue muy importante.,,
00:06:46:12,00:06:49:19,I saw the last alligator in the river killed when I,Yo vi matar al último caimán del río cuando yo,,
00:06:49:19,00:06:53:08,"I was like, seven years old, everyone ran away.","tenía como, siete años, todo el mundo salió corriendo.",,
00:06:53:08,00:06:56:18,"And here, in this place, here where we are, 20 meters away,","Y aquí, en este lugar, aquí donde estamos, a 20 metros,",,
00:06:57:04,00:06:59:08,"They hung that alligator.

They hung it?","colgaron ese caimán.

¿Colgado?",,
00:06:59:08,00:07:04:03,"Yes, that's how they showed it, it had a salmon-colored stomach.","Si, así lo exhibieron, tenía el estómago salmón color salmón",,
00:07:04:13,00:07:07:20,"and it was big, perhaps it was the last alligator that was in the river.","y era grande, quizá fue el último caimán que estuvo en el río.",,
00:07:08:06,00:07:10:03,Why did they kill him?,¿Porque lo mataron?,,
00:07:10:03,00:07:13:03,"We don't know, because it's full of alligators.","No sabemos, porque está lleno de caimanes.",,
00:07:14:01,00:07:15:23,And do you remember the last alligator?,¿Y recuerda el último caimán?,,
00:07:15:23,00:07:17:05,The very last.,El último.,,
00:07:17:05,00:07:19:05,"Wow, that’s a story!",Qué historia esa!,,
00:07:19:05,00:07:21:16,Yeah,Sí,,
00:07:41:00,00:07:42:10,and the river,¿y el río,,
00:07:42:10,00:07:45:19,"as a living being, how does he express himself?",como un ser viviente ¿cómo se expresa a sí mismo?,,
00:07:46:03,00:07:47:22,"On the riverbed,","En el cauce,",,
00:07:49:04,00:07:51:05,in every rainy season,en cada época de lluvias,,
00:07:51:05,00:07:53:17,"he can change his path,","él puede cambiar de camino,",,
00:07:53:17,00:07:56:07,but at the same time he has a hierarchy.,pero a la vez él tiene una jerarquía.,,
00:07:56:07,00:07:59:04,"There are the small streams that feed it,","Están los pequeños arroyos que lo alimentan,",,
00:07:59:04,00:08:01:22,the streams are,están las quebradas,,
00:08:01:22,00:08:05:17,They are like other arms of the river and the river has a bottom,que son como otros brazos del río y el río tiene fondo,,
00:08:06:08,00:08:09:05,"and the Wayúu know and organize it by bottoms,","y los wayúu conocen y lo organizan por fondos,",,
00:08:09:05,00:08:10:13,"where the bottom is sand,","donde el fondo es de arena,",,
00:08:10:13,00:08:12:07,"where the bottom is stone,","donde el fondo es de piedra,",,
00:08:12:07,00:08:15:00,"where the bottom is tree roots, where","donde el fondo es de raíces de árboles, donde",,
00:08:15:00,00:08:18:00,The bottom is ravines and where the bottom is mud.,el fondo es de barrancos y donde el fondo es de lodo.,,
00:08:18:07,00:08:21:07,"This is how the Wayúu categorize the course of the river,","Así los wayúu categorizan el curso del río,",,
00:08:21:07,00:08:24:07,"because of the type of bottom it has below,","por el tipo de fondo que tiene abajo,",,
00:08:24:14,00:08:27:04,"if it is sand, mud, stone, root.","si es arena, lodo, piedra, raíz.",,
00:08:27:04,00:08:28:22,And does it have different characteristics?,¿Y tiene características diferentes?,,
00:08:28:22,00:08:31:13,Different in each place.,Diferentes en cada lugar.,,
00:08:31:13,00:08:34:07,"And does it also have any kind of souls, like you’re saying,","¿Y también tiene como un ánimo, cómo está diciendo,",,
00:08:34:07,00:08:35:08,at different times?,en diferentes épocas?,,
00:08:35:08,00:08:40:21,"Yes, many myths talk about him, they talk about snakes","Sí, muchos mitos hablan de él, hablan de serpientes",,
00:08:41:16,00:08:44:17,"that follow him, of a bull that lives within him.","que lo siguen, de un toro que habita dentro de él.",,
00:08:45:08,00:08:48:15,"They call that snake doroy in some places, in others","A esa serpiente le llaman doroy
en unas partes, en otras",,
00:08:48:15,00:08:51:02,"they call him jerakanawa,","le llaman jerakanawa,",,
00:08:51:02,00:08:54:19,and the songs and stories are given across the river.,y los cantos y los relatos se dan a través del río.,,
00:08:55:07,00:08:56:02,"many songs,","Muchos cantos,",,
00:08:56:02,00:08:57:17,many stories that have to do,muchos relatos que tienen que ver,,
00:08:57:17,00:08:59:05,with the river as a space.,con el río como un espacio.,,
00:09:00:19,00:09:02:18,And that tells me a little about,Y eso háblame un poco de,,
00:09:02:18,00:09:07:11,What is the significance of music and dance among the Wayuú?,¿Cuál es la significancia de la música y del baile en los wayú?,,
00:09:08:07,00:09:11:09,Music is something that was given to us.,La música es algo que nos fue dado.,,
00:09:11:19,00:09:15:03,"Music is something that more than a human invention,","La música es algo que más que una invención humana,",,
00:09:15:03,00:09:18:03,It is a legacy of non-humans.,es un legado de los no humanos.,,
00:09:18:12,00:09:22:14,"From the turtle, then the drum, the curlew played it.","De la tortuga, luego el tambor, el alcaraván  lo tocaba.",,
00:09:23:02,00:09:27:08,"The trees that were musicians give us flutes,","Los árboles que eran músicos, nos dan las flautas,",,
00:09:27:17,00:09:29:13,the wood from which they are built,la madera de donde se construyen,,
00:09:29:13,00:09:31:15,the musical instruments.,los instrumentos musicales.,,
00:09:31:15,00:09:33:19,Music,La música,,
00:09:33:19,00:09:35:19,"occurs in sociability,","se da en sociabilidad,",,
00:09:35:19,00:09:40:01,"When dancing, dances, but it can also be given for grazing.","danza, baile, pero también se puede dar para el pastoreo.",,
00:09:40:15,00:09:43:14,"The drum speaks to the Wayúu, it lifts their spirits","El tambor habla a los wayúu, les levanta el ánimo",,
00:09:43:14,00:09:46:01,"and they listen to it for a horse race,","y la escucha para una carrera de caballos,",,
00:09:46:01,00:09:49:01,"mark the cattle, for a party,","marcar el ganado, para una parranda,",,
00:09:49:01,00:09:52:01,for a dance for a girl's release from confinement.,para una danza de la salida de una niña del encierro.,,
00:09:52:14,00:09:55:18,"There are many forms of the drum, but the drum speaks","Hay muchas formas del tambor, pero el tambor habla",,
00:09:56:10,00:09:58:22,and every drum performer,y cada ejecutor de tambor,,
00:09:58:22,00:10:02:07,has a characteristic sound that makes it identifiable,tiene un sonido característico que lo hace identificar,,
00:10:02:07,00:10:04:07,differently from others.,de manera distinta a otros.,,
00:10:04:07,00:10:07:01,"It serves to make a woman fall in love,","Sirve para enamorar a una mujer,",,
00:10:07:01,00:10:09:22,"the drum, which was previously the turtle","el tambor, que antes era la tortuga",,
00:10:09:22,00:10:12:22,"terrestrial, was the first executor of that.","terrestre, era el primer ejecutor de eso.",,
00:10:13:09,00:10:16:09,The birds left us rhetoric,Los pájaros nos legaron la retórica,,
00:10:16:12,00:10:18:22,"and harmony in speech,","y la armonía en el hablar,",,
00:10:18:22,00:10:21:03,"that sounds like music too,","que suena como una música también,",,
00:10:21:03,00:10:22:20,That is the legacy of birds.,Ese es el legado de las aves.,,
00:10:22:20,00:10:26:11,"The palabreros are descendants of birds, the good ones","Los palabreros son descendientes de aves,los buenos",,
00:10:26:11,00:10:29:13,palavers because persuasive speech,palabreros porque el discurso persuasivo,,
00:10:29:23,00:10:33:08,It must be a seductive song to change behavior,debe ser un canto seductor para cambiar la conducta,,
00:10:33:08,00:10:34:20,"of human beings,","de los seres humanos,",,
00:10:34:20,00:10:36:03,that's the role.,ese es el papel.,,
00:10:36:03,00:10:39:03,"So, music and words are very linked,","Entonces, música y palabra está muy ligada,",,
00:10:39:05,00:10:41:15,"but there is also harvest festival music,","pero también hay una música de la vendimia,",,
00:10:41:15,00:10:42:19,"games,","juegos,",,
00:10:42:19,00:10:44:10,"like the kaulayawa,","como el kaulayawa,",,
00:10:44:10,00:10:47:10,"which are dances and harvest games,","que son danzas y juegos de las cosechas,",,
00:10:48:06,00:10:53:05,"so the Sawawa, the Maashi, the Uotoroyoi.","de manera que el Sawawa, el Maashi, el Uotoroyoi",,
00:10:53:05,00:10:56:05,"the Taliraai which is a vocal bow,","el Taliraai que es un arco vocal,",,
00:10:56:18,00:11:01:22,"the Kasha or drum, the maraca that the Wayúu woman plays,","el Kasha o tambor, la maraca que toca  la mujer wayúu,",,
00:11:01:22,00:11:04:22,"the shaman, allows her to ascend","la chamán, permite que ella ascienda",,
00:11:05:04,00:11:06:22,towards the spirits,hacia los espíritus,,
00:11:06:22,00:11:09:16,where they are located and find the assistance.,donde ellos se encuentran y encontrar la auxiliar.,,
00:11:09:16,00:11:12:16,Then the music helps the shaman to heal and raise,Entonces la música ayuda a la chamán a curar y a subir,,
00:11:12:23,00:11:15:16,to seek auxiliary spirits for connection.,a buscar a los espíritus auxiliares para la conexión.,,
00:11:17:16,00:11:18:00,That's it,Eso es,,
00:11:18:00,00:11:21:02,"a very important role.
Definitely.","un papel muy importante.
Sin duda.",,
00:11:21:07,00:11:25:07,And something we haven't talked about yet is dance.,Y algo que todavía aún no hemos hablado es la danza,,
00:11:25:20,00:11:28:09,"and dancing, what does it have to do with it?","y el baile, ¿que tiene que ver",,
00:11:28:09,00:11:31:06,dancing with the Wayúu people?,el baile con la gente wayúu?,,
00:11:31:06,00:11:33:14,The Wayúu have,Los wayúu tienen,,
00:11:33:14,00:11:36:16,at least two dances that are very important.,por lo menos dos danzas que son muy importantes.,,
00:11:36:23,00:11:39:17,"The Kaa'ulayawaa that is on the verge of extinction,","El Kaulayawa que está en vía de extinción,",,
00:11:39:17,00:11:43:10,"that lasted days and days during the youth’s harvests,","que abarcaba días y días en las cosechas de jóvenes,",,
00:11:43:19,00:11:46:17,which is more numerous and has games.,que es más numeroso y que tiene juegos.,,
00:11:46:17,00:11:49:19,"And the Yonna, is a ritual dance that is played","Y la Yonna, es una danza ritual que se toca",,
00:11:49:19,00:11:52:19,"with the drum when a dream occurs,","con el tambor con motivo del sueño,",,
00:11:52:22,00:11:56:02,Or to celebrate the end of confinement for a girl,con motivo de la salida de una niña del encierro y,,
00:11:56:02,00:11:59:15,"who is already a woman, with a prescription from a female shaman or","que ya es mujer, con prescripción de una mujer chamán o",,
00:11:59:15,00:12:04:11,a shaman man. It is a ritual dance that mimes,un hombre chamán. Es una danza ritual que hace unas mímesis,,
00:12:05:01,00:12:07:11,"of insects,","de los insectos,",,
00:12:07:11,00:12:10:11,"a mimesis of birds, for example,","una mímesis de las aves, por ejemplo,",,
00:12:10:20,00:12:13:20,and that the Wayúu man and women,y que el hombre y las mujeres wayúu,,
00:12:13:21,00:12:15:16,perform during festive times.,ejecutan en momentos festivos.,,
00:12:16:21,00:12:19:14,Her name is Yonna.,Se llama Yonna.,,
00:12:19:14,00:12:22:01,Is that what we saw on Friday?,¿Es lo que vimos el viernes?,,
00:12:22:01,00:12:24:18,On Friday they saw more of a Kaa'ulayawaa.,El viernes vieron más bien un Kaulayawa.,,
00:12:32:12,00:12:37:07,I like how you started talking about the river.,Me gusta cómo empezó usted a contar del río.,,
00:12:37:07,00:12:40:07,But I had also asked you about how,Pero también le había preguntado eso de como,,
00:12:40:17,00:12:41:21,maybe it's the river.,tal vez es el río.,,
00:12:41:21,00:12:45:21,Is there a non-human person that you have,¿Hay una persona no humano que tiene usted,,
00:12:45:21,00:12:49:19,"a strong connection with, or a place?","una conexión fuerte, o un lugar?",,
00:12:50:05,00:12:53:05,"A place, yes.","Un lugar, sí.",,
00:12:53:12,00:12:56:12,There is a place called Pajara Turtles,Hay un lugar que se llama Las tortugas de Pajára,,
00:12:57:04,00:12:59:15,"in Carrizal,","en Carrizal,",,
00:12:59:15,00:13:03:01,where in the desert there are some rocks.,en donde en el desierto hay unas rocas.,,
00:13:03:13,00:13:05:15,"Those rocks were the cattle,","Esas rocas eran el ganado,",,
00:13:05:15,00:13:07:09,They are turtles that came out of the sea,son tortugas que salieron del mar,,
00:13:07:09,00:13:09:18,and they became cattle.,y se convirtieron en ganado.,,
00:13:09:18,00:13:12:03,The Wayuú took cattle from the sea.,Los wayú tomaron el ganado del mar.,,
00:13:12:03,00:13:14:21,"They were turtles that transformed into cows,","Eran tortugas que se transformaban en vacas,",,
00:13:14:21,00:13:17:11,"certain fish in goats and sheep,","ciertos peces en cabras y en ovejas,",,
00:13:17:11,00:13:19:02,and that is why the Wayúu have cattle.,y por eso los wayúu tienen ganado.,,
00:13:19:02,00:13:21:17,The origin of cattle for the Wayúu is there.,El origen del ganado para los wayúu está allí.,,
00:13:22:18,00:13:23:21,One day,En algún momento,,
00:13:23:21,00:13:26:21,"that the Wayúu took over the cattle,","ese día que los wayúu se hicieron al ganado,",,
00:13:26:22,00:13:29:22,some turtles did not make it to the Sea,algunas tortugas no lograron llegar al mar,,
00:13:30:09,00:13:33:01,and the sun rose and turned them into rocks.,y el sol salió y las convirtió en rocas.,,
00:13:33:01,00:13:34:06,and in the distance,Y a lo lejos,,
00:13:34:06,00:13:37:06,"It looks like cattle trying to return to the sea,","se ve como el ganado tratando de regresar al mar,",,
00:13:37:07,00:13:38:05,it's a mirage,es un espejismo,,
00:13:38:05,00:13:41:12,"In the desert, it looks like water and the rocks look like cattle.","en el desierto, se ve como agua y las rocas parecen ganado.",,
00:13:41:23,00:13:44:16,"That place is called the Pajara turtles,","Ese lugar se llama las tortugas de Pajára,",,
00:13:44:16,00:13:47:11,"but there are many other places, the Aalasü stone,","pero hay muchos otros lugares, la piedra de aalatsü,",,
00:13:47:11,00:13:48:12,where are the emblems,dónde están los emblemas,,
00:13:48:12,00:13:52:01,"of all the members of each clan in La Guajira,","claniles de todos los miembros de cada clan en La Guajira,",,
00:13:52:16,00:13:55:16,It is a key place in Wayúu mythology.,Es un lugar clave en la mitología wayúu.,,
00:13:56:13,00:13:59:07,"This wososopu, there is Wolunka","Esta wososopu, está Wolunka",,
00:13:59:07,00:14:03:11,"the chair where she sang, the woman with the vagina dentata.","la silla donde ella cantaba, la mujer de la vagina dentada.",,
00:14:04:00,00:14:06:08,"The Wayúu world is full of mythological places,","El mundo wayúu está lleno de lugares mitológicos,",,
00:14:06:08,00:14:09:10,all with a very strong and imposing presence that,todos con una presencia muy fuerte e imponente que,,
00:14:09:10,00:14:12:10,"When you arrive you feel in a solemn place,","cuando uno llega se siente en un lugar solemne,",,
00:14:12:18,00:14:15:18,in a place that condenses time and memory.,en un lugar que condensa el tiempo y la memoria.,,
00:14:16:09,00:14:17:19,Those are places,Esos son lugares,,
00:14:18:18,00:14:19:08,who have a,que tienen una,,
00:14:19:08,00:14:22:08,narrative structure and that tell us about the,estructura narrativa y que nos hablan de la,,
00:14:22:10,00:14:23:20,history.,historia.,,
00:14:23:20,00:14:27:14,"It always feels calm, this is so nice","Se siente siempre como tranquilo, esto es tan lindo",,
00:14:27:14,00:14:28:19,here,aquí,,
00:14:28:19,00:14:30:00,the river.,el río.,,
00:14:31:00,00:14:32:22,Sadly it’s a bit dirty,Dolorosamente está un poco sucio,,
00:14:32:22,00:14:35:15,it could be cleaner.,se podría tener más limpio.,,
00:14:35:15,00:14:38:15,"Yes, to respect the river more,","Sí, para respetar más al río,",,
00:14:39:03,00:14:41:23,but the city is like that.,pero la ciudad es así.,,
00:14:41:23,00:14:44:13,How do you see that?,¿Usted qué tal ve eso?,,
00:14:44:13,00:14:48:02,That clash between modernity,Ese choque entre la modernidad,,
00:14:48:07,00:14:51:11,"and the Wayúu people,","y la gente wayúu,",,
00:14:52:19,00:14:55:01,"That betrayal, how do you see it","esa traición, ¿Cómo lo ves",,
00:14:55:01,00:14:57:03,Interviewer] in the future? How are we doing?,"Entrevistador] en el futuro?, ¿Cómo vamos?",,
00:14:57:03,00:14:58:22,I think that the Wayúu have known,Yo pienso que los wayúu han sabido,,
00:14:58:22,00:15:02:08,"respond to many changes since the 15th century,","responder a muchos cambios desde el siglo XV,",,
00:15:02:20,00:15:05:19,when they encountered Europeans.,cuando entraron en contacto con los europeos.,,
00:15:05:23,00:15:08:14,"In the XVI, XVII,","En el XVI, XVII,",,
00:15:08:14,00:15:11:06,"They acquired the cattle, the firearms,","adquirieron el ganado, las armas de fuego,",,
00:15:11:06,00:15:13:07,"The horse,","el caballo,",,
00:15:13:07,00:15:15:23,"came into conflictive or harmonious contact,","entraron en contacto conflictivo o armonioso,",,
00:15:15:23,00:15:18:22,"sometimes with Europeans, with Africans,","a veces con los europeos, con los africanos,",,
00:15:18:23,00:15:21:13,and they have given an answer over time,y han dado una respuesta a lo largo del tiempo,,
00:15:21:13,00:15:22:06,to survive.,para sobrevivir.,,
00:15:23:08,00:15:25:00,"Every era,","Cada época,",,
00:15:25:00,00:15:28:00,"Every century, every decade, brings challenges to the Wayuú.","Cada siglo, cada década, les trae unos retos a los wayú.",,
00:15:28:16,00:15:31:13,Now they have others that are typical of this era.,Ahora tienen otros que son propios de esta época.,,
00:15:31:13,00:15:34:02,"So far they have been able to respond to that,","Hasta ahora han sabido responder a eso,",,
00:15:34:02,00:15:38:01,"sometimes paying a very high cost in human lives,","a veces pagando un costo muy alto en vidas humanas,",,
00:15:38:11,00:15:41:02,"in poverty, in loss of autonomy.","en pobreza, en pérdida de autonomía.",,
00:15:41:02,00:15:44:11,I trust that the Wayúu will remain over time.,Confío en que los wayúu permanezcan en el tiempo.,,
00:15:45:02,00:15:47:11,There is a more complex universe,Hay un universo más complejo,,
00:15:47:11,00:15:50:10,than that of their elders.,que el de sus mayores.,,
00:16:09:03,00:16:12:02,"Yes, well,","Sí, bueno,",,
00:16:14:05,00:16:15:12,tell me again.,cuéntame de nuevo.,,
00:16:15:12,00:16:18:12,What river is this?,¿Este cual río es?,,
00:16:18:12,00:16:21:09,"Ranchería River.This river is called Ranchería River,","Río Ranchería.Este río se llama río Ranchería,",,
00:16:21:09,00:16:24:09,It is the most important river in La Güajira.,Es el río más importante de La Guajira.,,
00:16:25:13,00:16:26:05,and that's why,¿y por eso,,
00:16:26:05,00:16:29:02,is it called Riohacha?,¿se llama Riohacha?,,
00:16:29:02,00:16:32:11,"Yes, Riohacha is due to this river.","Sí, Riohacha se debe a este río.",,
00:16:33:02,00:16:33:10,Ok.,Ok.,,
00:16:35:04,00:16:35:10,"Well,","Bueno,",,
00:16:35:10,00:16:38:10,"Can you tell me a little about,","Usted me puede contar un poco de,",,
00:16:39:01,00:16:43:04,an intimate relationship of,una relación íntima,,
00:16:43:16,00:16:49:00,yours with that place or with that river or the sea or the wind,suya de ese lugar o con ese río o el mar o el viento,,
00:16:49:00,00:16:51:07,"here?
Yeah.","aquí?
Sí.",,
00:16:51:07,00:16:53:05,"Well, our childhood passed here.","Bueno, la infancia nuestra pasó aquí.",,
00:16:53:05,00:16:54:13,There in,Allá en,,
00:16:54:13,00:16:57:13,"That’s the school and the river and the sea,","es el colegio y el río y el mar,",,
00:16:58:18,00:17:00:23,"that at that time when I was a child,","que en esa época cuando era niño,",,
00:17:00:23,00:17:03:12,There only was had indigenous canoes.,solo tenía canoas indígenas.,,
00:17:03:12,00:17:05:22,It's what you saw from the windows,Es lo que uno veía desde las ventanas,,
00:17:05:22,00:17:08:16,wayúu fishermen crossing the sea,a lo wayúu pescadores surcando el mar,,
