Start Time,End Time,EN,ES,Highlight,Comments,Speaker,Interview
02:53,02:55,As they talked.,A medida que conversaban.,,,magalys,wolunka
03:04,03:10,"They decided then that they should knock out his teeth,
those of the vagina","Decidieron entonces que debían tumbarle los dientes,
los de la vagina",,,magalys,wolunka
03:11,03:14,And they went looking for the arrow,Y fueron a buscar la flecha,,,magalys,wolunka
03:16,03:20,"It was from up there where they shot the arrow
while bathing","De allá arriba fue donde le lanzaron la flecha
mientras se bañaba",,,magalys,wolunka
03:22,03:26,"In fact, there you can see his footprints when he
they shot the arrow","De hecho, ahí se ven sus huellas cuando le
lanzaron la flecha",,,magalys,wolunka
03:28,03:32,Too bad we can't go up there,Lástima que no podemos subir hasta allá,,,magalys,wolunka
03:33,03:36,Because there you can see the footprints of his Kou'su (shoes),Porque ahí se ven las huellas de su Kou’su (calzado),,,magalys,wolunka
03:37,03:43,The arrow that was thrown at him was right in his intimate part,La flecha que le lanzaron fue justo en su parte intima,,,magalys,wolunka
03:44,03:50,"Which caused a great bleeding that
came to the lake","La cual le provoco un gran sangrado que
llegaba hasta el lago",,,magalys,wolunka
03:51,03:53,Making the water red.,Haciendo que el agua se enrojeciera.,,,magalys,wolunka
03:55,04:02,"Wolunka, for his part, left bleeding
and tormented by pain","Wolunka por su parte se fue sangrando
y atormentada del dolor",,,magalys,wolunka
04:04,04:07,He went to his father Juya (rain),Fue hacia su padre Juya (lluvio),,,magalys,wolunka
04:08,04:19,I told him what they did to him,Le conto lo que le hicieron,,,magalys,wolunka
04:11,04:16,Then Juya got angry and went in search of the brothers,Entonces Juya se enfadó y fue en busca de los hermanos,,,magalys,wolunka
04:20,04:26,"But they fled immediately, they had
hidden in a cave","Pero ellos huyeron enseguida, se habían
escondido en una cueva",,,magalys,wolunka
04:28,04:33,"They hid from Father Juya because they knew
that he would be angry","Se escondieron del padre Juya porque sabían
que él se enojaría",,,magalys,wolunka
04:34,04:35,by Wolunka,Por Wolunka,,,magalys,wolunka
04:37,04:41,While they hid in the cave they were looking for them,Mientras ellos se escondían en la cueva los estuvieron buscando,,,magalys,wolunka
04:45,04:50,Juya divided the stones in two from the rage he had,Juya dividía las piedras en dos de la rabia que tenia,,,magalys,wolunka
04:52,04:53,They called at,Llamaron a las,,,magalys,wolunka
04:55,04:56,Birds,Aves,,,magalys,wolunka
04:58,05:03,So that they pecked at the cave where they were,Para que picotearan la cueva en donde estaban ellos,,,magalys,wolunka
05:05,05:10,That explains why some birds have,Eso explica por qué algunas aves tienen,,,magalys,wolunka
05:14,05:19,"It has a short beak, an example of which is","Tiene el pico corto, un ejemplo de ellos es",,,magalys,wolunka
05:21,05:25,"The bird Utta (bridged boob) Utta, yes Utta.","El pájaro Utta (bobito puenteado) Utta, si Utta.",,,magalys,wolunka
05:26,05:27,He,El,,,magalys,wolunka
05:28,05:30,utta and the other,Utta y el otro,,,magalys,wolunka
05:31,05:32,That it's called,Que se llama,,,magalys,wolunka
05:37,05:41,"This, the woodpecker too","Este, el pájaro carpintero también",,,magalys,wolunka
05:44,05:50,"From there, they chose utta, fuel that won out of all","De ahí, escogieron a utta, fuel que ganó de todos
(es decir, el que gano de todas las aves)",,,magalys,wolunka
05:51,05:56,"To stipulate the matrilineal lineage, by which
we are organized now. Yeah.","Para estipular el linaje matrilineal, por la cual
estamos organizados ahora. Si.",,,magalys,wolunka
05:57,06:00,Because it was not only for the woman but for everyone,Porque no solo era para la mujer sino para todos,,,magalys,wolunka
06:01,06:04,"So yeah, it was utta that won","Entonces sí, fue utta el que ganó",,,magalys,wolunka
06:05,06:06,he organized everything,El organizaba todo,,,magalys,wolunka
06:07,06:10,And of course I win out of all the birds,Y como no si gano de entre todas las aves,YELLOW (7),,magalys,wolunka
06:11,06:16,"I give the name to each one, he said this is Uriana,
This is Pausayu","Entrego el nombre a cada uno, dijo este es Uriana,
Este es Pausayu",YELLOW (7),,magalys,wolunka
06:18,06:19,He was,Él fue,YELLOW (7),,magalys,wolunka
06:20,06:26,"Who won. He was in charge of distributing the eirüku
(family lineages) according to the accounts of the elders","Quien gano. Era el encargado de repartir los eirüku
(linajes familiares) según los relatos de los mayores",YELLOW (7),,magalys,wolunka
06:27,06:34,"That's why I remain engraved in the stone of destiny
as they say, there, at sword point","Por eso quedo grabado en la piedra del destino
como dicen, allá, en punta espada",BRIGHT_GREEN (4),,magalys,wolunka
06:35,06:36,Where now,Donde ahora,TURQUOISE (3),,magalys,wolunka
06:38,06:39,They all go,Van todos,TURQUOISE (3),,magalys,wolunka
06:40,06:43,And those who enter or the one who enters,Y los que entren o el que entra,TURQUOISE (3),,magalys,wolunka
06:45,06:46,must pass,Debe pasar,TURQUOISE (3),,magalys,wolunka
06:49,06:51,Does the one who manages to pass the cave have a long life?,¿El que logre pasar la cueva tiene larga vida?,TURQUOISE (3),,magalys,wolunka
06:52,06:54,"Yes, live for many years","Si, vive por muchos años",TURQUOISE (3),,magalys,wolunka
06:55,06:58,Whoever gets stuck won't live many years,"El que se atasque, no va a vivir muchos años",TURQUOISE (3),,magalys,wolunka
07:00,07:02,This is the story of wolunka,Así es la historia de wolunka,,,magalys,wolunka
07:03,07:08,"And after they knocked out his teeth
What happened to wolunka?","Y después que le tumbaron los dientes
¿Qué le paso a wolunka?",,,magalys,wolunka
07:09,07:11,"We have our families, now","Tenemos a nuestras familias, ahora",,,magalys,wolunka
07:13,07:15,we have our lineages,Tenemos nuestros linajes,,,magalys,wolunka
07:16,07:23,"She bled a lot right? Yeah. Well, that's where it comes from.
menstruation in women so that we can ovulate","Ella sangró mucho ¿cierto? Si. Bueno, de ahí Surge
la menstruación en las mujeres para que podamos ovular",,,magalys,wolunka
07:24,07:26,We already have children and we have multiplied on earth,Ya tenemos hijos y nos hemos multiplicado en la tierra,,,magalys,wolunka
07:28,07:33,If she hadn't knocked out her teeth,Si a ella no le hubiesen tumbado los dientes,,,magalys,wolunka
07:35,07:40,"We did not have ancestors, we did not exist, we would not multiply on earth","No tuviéramos antepasados, no existiéramos, no nos multiplicaríamos en la tierra",,,magalys,wolunka
07:41,07:47,"This is how our ancestors have told us about the
Wolunka's story","Así nos han contado nuestros ancestros, sobre la
historia de Wolunka",,,magalys,wolunka
07:48,07:55,"That is, our origin as a people is from Wolunka,
yes it was thanks to her","Es decir, nuestro origen como pueblo es por Wolunka,
sí fue gracias a ella",,,magalys,wolunka
07:57,08:05,"It is very important to talk about it since many are unaware
of this story, yes.","Es muy importante hablar de eso ya que muchos desconocen
de esta historia, sí.",,,magalys,wolunka
08:06,08:12,"It is not so common to talk about these stories, as
Wolunka's, yes.","No es tan común hablar de estas historias, como
la de Wolunka, Sí.",,,magalys,wolunka
08:14,08:21,"About the culture of us Wayuu. Even so, I know
Speak, the story is told","Sobre la cultura de nosotros los wayuu. Aun así, se
Habla, se cuenta de la historia",,,magalys,wolunka
08:22,08:26,"They come to see it.
has your name","Lo vienen a ver.
Tiene su nombre",,,magalys,wolunka
08:27,08:30,"The water was red, it turned red","El agua era de color rojo, se enrojeció",,,magalys,wolunka
08:31,08:34,"It was very reddish, where","Era muy rojizo, donde",,,magalys,wolunka
08:36,08:40,"Blood was spilled, yes, where I spill blood,
because I bleed a lot","Se derramó la sangre, si, donde derramo sangre,
porque sangro bastante",,,magalys,wolunka
08:42,08:49,"This is the story of wolunka, so that we
we existed and multiplied on earth","Así es la historia de wolunka, para que nosotros
existiéramos y nos multiplicáramos en la tierra",BRIGHT_GREEN (4),,magalys,wolunka
08:51,08:52,Juya's daughter (rain),Hija de Juya (lluvio),BRIGHT_GREEN (4),,magalys,wolunka
08:54,08:55,the beautiful wolunka,La bella wolunka,BRIGHT_GREEN (4),,magalys,wolunka
08:56,08:59,"From which we originate, from which we exist, yes.","De la cual nos originamos, de la cual existimos, sí.",BRIGHT_GREEN (4),,magalys,wolunka
09:02,09:04,What else do you want to know.,Que más quiere saber.,,,magalys,wolunka
09:06,09:09,It is very interesting to hear everything you have told me,Es muy interesante escuchar todo lo que me has contado,,,magalys,wolunka
09:10,09:11,If I am correct,Si estoy en lo correcto,,,magalys,wolunka
09:12,09:14,"Yes of course.
Now.","Si, claro.
Ahora.",,,magalys,wolunka
09:16,09:19,"I am here in the north zone, to know about Wolunka,","Estoy aquí en la zona norte, para conocer sobre Wolunka,",,,magalys,wolunka
09:20,09:21,To know,Para conocer,,,magalys,wolunka
09:22,09:23,"yes, how interesting","Si, que interesante",,,magalys,wolunka
09:24,09:30,"To know our origin. Yes, of us the Wayuu,
since ancient times.","Para conocer nuestro origen. Si, de nosotros los wayuu,
desde la antigüedad.",,,magalys,wolunka
09:33,09:40,"The thing related to wolunka, like that stone where he sat, right? If he sat there.","Lo relacionado con wolunka, como esa piedra donde se sentaba ¿cierto? Si ahí se sentaba.",,,magalys,wolunka
09:41,09:45,"Well, I used to see the images on sheets, too","Bueno, yo antes veía las imágenes en hojas, también",,,magalys,wolunka
09:47,09:49,I also saw it on the phone until now,También lo veía en el teléfono hasta ahora,,,magalys,wolunka
09:50,09:59,"I was like, I wish I could go there, but you're already here,
You already know it, you already saw it, we are already here and it is very good","Yo decía, ojalá pudiera ir allá, pero ya estás aquí,
ya lo conoces, ya lo viste, ya estamos aquí y es muy bueno",,,magalys,wolunka
10:00,10:04,"There's always water, that's good, it's always cold","Hay siempre agua, eso es bueno, siempre esta frio",,,magalys,wolunka
10:06,10:10,They say that when people get close,Dicen que cuando las personas se acercan,,,magalys,wolunka
10:11,10:12,"It's like,","Es como si,",,,magalys,wolunka
10:13,10:15,"They felt the spiritual atmosphere of the place,","Sintieran el ambiente espiritual del lugar,",,,magalys,wolunka
10:16,10:21,"when someone arrives, a lot of spiritual energy is revived
in the place","cuando alguien llega, se aviva mucha energía espiritual
en el lugar",,,magalys,wolunka
10:22,10:29,"If the environment is heavy, even some people
her spirit appears","Si es pesado el ambiente, incluso a algunas personas
le aparece el espíritu de ella",,,magalys,wolunka
10:30,10:38,"You hear sounds of her washing, at night, if you pass
around here, you hear as if bathing or swimming","Se escuchan sonidos de ella lavando, en la noche, si pasas
por aquí, escuchas como si se bañara o nadara",,,magalys,wolunka
10:39,10:41,"She manifests herself like this, with whoever wants to listen to her","Ella se manifiesta así, con el que quiera que la escuche",,,magalys,wolunka
10:42,10:44,Some like it and others don't.,Unos les cae bien y otros no.,,,magalys,wolunka
10:46,10:48,"This place is sacred, right.","Este lugar es sagrado, cierto.",,,magalys,wolunka
10:49,10:50,They call it sacred,Lo denominan sagrado,,,magalys,wolunka
10:52,10:53,Or sacred site,O sitio sagrado,,,magalys,wolunka
10:56,10:58,"Yes, and with this","Si, y con esto",,,magalys,wolunka
11:00,11:06,"I say that I have learned, but just as I was there
many who still don't know","Digo que he aprendido, pero, así como estaba yo hay
muchos que aún no lo saben",,,magalys,wolunka
11:08,11:12,And they need to know stories like this,Y es necesario que conozcan historias como esta,,,magalys,wolunka
11:13,11:18,"So that they recognize their value and importance within
of our culture","Para que reconozcan su valor y su importancia dentro
de nuestra cultura",,,magalys,wolunka
11:19,11:26,"So that they say and share what their lineage is,
how is represented","Para que, digan y compartan cual es su linaje,
cómo se representa",,,magalys,wolunka
11:27,11:29,"Since we all have a lineage, yes.","En vista de que todos tenemos un linaje, sí.",,,magalys,wolunka
11:30,11:32,"For example, this is the territory of the Arpushana","Por ejemplo, este es el territorio de los Arpushana",,,magalys,wolunka
11:35,11:42,"Instead, my territory is there, now we are going there
in Alewalu, where my grandmother is from","En cambio, mi territorio es allá, ahora vamos para allá
en Alewalu, de donde es mi abuela",,,magalys,wolunka
11:43,11:48,"It still has mangoes, where my grandmother has mangoes.
I always went to look for mangoes","Todavía tiene mangos, donde mu abuela hay mango.
Yo iba siempre a buscar mangos",,,magalys,wolunka
11:50,11:52,And Kayushipuna is my father's territory,Y Kayushipuna es territorio de mi padre,,,magalys,wolunka
11:54,11:55,AND,Y,,,magalys,wolunka
11:56,12:02,"One day. When we arrived, my mom told me
“There are still mangoes from my grandmother here”","Un día. Cuando llegábamos, mi mama me decía
“aquí hay mangos de mi abuela todavía”",,,magalys,wolunka
12:03,12:04,And my mom showed them to me,Y mi mama me los mostraba,,,magalys,wolunka
12:05,12:10,"They came by donkey, sometimes 5 or 6 donkeys.","Ellos llegaban en burro, a veces 5 o 6 burros",,,magalys,wolunka
12:12,12:13,To take mango from here,Para llevar mango de aquí,,,magalys,wolunka
12:14,12:19,"Although it is far away, we always come and suffer a lot","Aunque este lejos, siempre venimos y sufrimos mucho",,,magalys,wolunka
12:20,12:23,"Sometimes the mangoes fall on the road, yes.","A veces los mangos se caen en el camino, sí.",,,magalys,wolunka
12:24,12:26,There are still mangoes from my grandmother.,Todavía hay mangos de mi abuela.,,,magalys,wolunka
12:27,12:29,we are Pausayu from Usijouje´,nosotros somos Pausayu de Usijouje´,BRIGHT_GREEN (4),,magalys,wolunka
12:30,12:33,same now let's,Igual ahora vamos a,BRIGHT_GREEN (4),,magalys,wolunka
12:35,12:42,"To see. That is, to see more places for them
learn more about our culture","Para ver. Es decir, ver mas lugares para que ellos
conozcan más de nuestra cultura",BRIGHT_GREEN (4),,magalys,wolunka
12:43,12:44,and that also,Y que también,BRIGHT_GREEN (4),,magalys,wolunka
12:45,12:49,"It remains engraved, for the new generation","quede grabado, para la nueva generación",BRIGHT_GREEN (4),,magalys,wolunka
12:50,12:53,"Also for, children, yes children","También para, los niños, si los niños",BRIGHT_GREEN (4),,magalys,wolunka
12:54,13:02,"So we will continue exploring, of course, we must train
to the children and tell them what life was like for our ancestors","Así que seguiremos explorando, claro, hay que formar
a los niños y decirles como era la vida de nuestros ancestros",BRIGHT_GREEN (4),,magalys,wolunka
13:03,13:09,"So that they keep what we are, that they are not ashamed
of culture when they go to the city","Para que conserven lo que somos, que no les avergüence
de la cultura cuando vayan a la ciudad",BRIGHT_GREEN (4),,magalys,wolunka
13:10,13:11,Totally true,Totalmente cierto,,,magalys,wolunka
13:12,13:18,"They don't want to wear our clothes anymore, it embarrasses them,
they are going to wear pants when they leave","Ya no quieren ponerse nuestra vestimenta, les avergüenza,
van a usar pantalón cuando se vayan",,,magalys,wolunka
13:19,13:24,That is why it is necessary to preserve what we are,Por eso es necesario conservar lo que somos,BRIGHT_GREEN (4),,magalys,wolunka
13:25,13:26,we shouldn't be ashamed,no debemos avergonzarnos,,,magalys,wolunka
13:27,13:31,"Rather, rather, the arijunas are more interested
(person who is not wayuu)","Más bien, mas bien le interesa mas a los arijunas
(persona que no es wayuu)",,,magalys,wolunka
13:32,13:34,We don't care sometimes,Nosotros no le damos importancia a veces,,,magalys,wolunka
13:35,13:39,"We don't give it importance, if we are the ones
selfless and our children","No le damos importancia, si somos nosotros los
desinteresados y nuestros hijos",,,magalys,wolunka
13:40,13:43,"Because? Because of the technology, yes.","¿Por qué? Por la tecnología, sí.",,,magalys,wolunka
13:44,13:48,"That is the cause, as you already know the technology
children are no longer interested in anything","Esa es la causa, como ya conocen la tecnología
ya no les interesa nada a los niños",,,magalys,wolunka
13:49,13:56,"They no longer want to put on the blanket but pants, they are
cell phone earring","Ya no se quieren poner la manta sino pantalón, están
pendiente del celular",,,magalys,wolunka
13:58,14:05,"That is why it is necessary to talk to the children, train them
and instill in them","Por eso es necesario, hablar con los niños, formarlos
e inculcarles",,,magalys,wolunka
14:06,14:10,"Values such as solidarity, because now being supportive
it is very necessary","Valores como la solidaridad, porque ahora ser solidarios
es muy necesario",,,magalys,wolunka
14:13,14:15,Solidarity is our greatest wealth,Ser solidarios es nuestra mayor riqueza,,,magalys,wolunka
15:17,15:19,Can't see a bit,No se puede ver un poquito,,,magalys,wolunka
15:20,15:23,"Yes, you can see it, but it is prohibited","Si, hay se puede ver, pero está prohibido",,,magalys,wolunka
15:28,15:31,There are Maaiku's footprints when he injured Wolunka,Ahí se ven las huellas de Maaiku cuando hirió a Wolunka,,,magalys,wolunka
15:32,15:33,where is it?,¿en dónde está?,,,magalys,wolunka
15:34,15:39,"It's on the other side, up there? No, it's from the other side
for that rubble","Esta del otro lado, ¿allá arriba? No, es del otro lado
por ese escombro",,,magalys,wolunka
15:40,15:43,"I thought it was from this side, how it came out of the water","Yo pensé que era de este lado, como salió del agua",,,magalys,wolunka
15:44,15:47,Not because it came from there and I threw it there,No porque venia de allá y lo lanzo hacia allá,,,magalys,wolunka
15:48,15:50,"She was there, yes she was bathing","Ella estaba ahí, si estaba bañándose",,,magalys,wolunka
15:51,15:56,"So I throw it to her there, and she woke up with the wound, yes.
And He sat there, yes.","Entonces se lo lanzo ahí, y ella se levanto con la herida, sí.
Y Se sentó allá, sí.",,,magalys,wolunka
15:59,16:02,"She went crying to father Juya,","Se fue llorando a donde el padre Juya,",,,magalys,wolunka
16:02,16:04,bled out right there,Se desangró justo ahí,,,magalys,wolunka
16:06,16:11,"Yes, she got to the water and of course, if they hurt her
right there that's why the blood reached the water","Si, llego hasta el agua y como no, si la hirieron
justo ahí por eso la sangre llego al agua",,,magalys,wolunka
16:12,16:15,"On that side, just below you can see the blood","Por eso lado, justo abajo se ve la sangre",,,magalys,wolunka
16:16,16:19,"They threw the date there, and the tracks can still be seen","Le lanzaron la fecha de allá, y se ven las huellas todavía",,,magalys,wolunka
16:26,16:27,So it happened with Wolunka,Así sucedió con Wolunka,,,magalys,wolunka
16:35,16:36,this is mayo,Esto es mayosa,,,magalys,wolunka
16:38,16:43,"The mayo is like the soursop, with which juice is made","La mayosa es como la guanábana, con el que se hace jugo",,,magalys,wolunka
17:05,17:06,wild mayo,Mayosa silvestre,,,magalys,wolunka
17:15,17:16,That is wild guanaba,Esa es guanaba silvestre,,,magalys,wolunka
17:19,17:21,What do they say? Where are we going now?,¿Qué dicen? Que ¿para dónde vamos ahora?,,,magalys,wolunka
17:23,17:26,"For there, we continue, by car or walking, of course by car.","Para allá, seguimos, en auto o caminando, claro en auto.",,,magalys,wolunka
17:27,17:29,What's the name of the place? alewalu,¿Cómo se llama el lugar? Alewalu,,,magalys,wolunka
00:00:00:07,00:00:02:22,"Hello, how are your souls?","Hola, ¿cómo están sus almas?",,,karla,bailarinas
00:00:02:22,00:00:06:08,Thank you for opening this space to listen to us,Gracias a ustedes por abrir este espacio para escucharnos,,,karla,bailarinas
00:00:06:10,00:00:08:08,My name is Karla.,Mi nombre es Karla.,,,karla,bailarinas
00:00:08:08,00:00:11:05,"Greetings to you, my name is Karla,","Saludos para ustedes mi nombre es Karla,",,,karla,bailarinas
00:00:11:05,00:00:12:08,I belong to the school,soy perteneciente a la escuela,,,karla,bailarinas
00:00:12:08,00:00:15:08,for approximately nine years.,desde hace aproximadamente nueve años.,,,karla,bailarinas
00:00:15:10,00:00:17:05,My role at school,Mi rol en la escuela,,,karla,bailarinas
00:00:17:05,00:00:20:05,"Well, be a woman, a trainer .","pues ser mujer, formadora.",,,karla,bailarinas
00:00:20:08,00:00:22:07,"I'm a dancer, too","Soy dancista,  también",,,karla,bailarinas
00:00:22:07,00:00:26:13,I sing the Jayeechi which is one of our traditional songs and then I take care of it.,Canto el Jayeechi que es uno de nuestros cantos tradicionales y pues me encargo,,,karla,bailarinas
00:00:26:13,00:00:28:07,I am also in charge of teaching,"me encargo, también de enseñar",,,karla,bailarinas
00:00:28:07,00:00:33:08,"everything related to our culture, principles and values.","todo lo relacionado a nuestra cultura, principios y valores.",,,karla,bailarinas
00:00:33:10,00:00:36:18,My name is Veruzka Henriquez,Mi nombre es Veruzka Henriquez,,,karla,bailarinas
00:00:36:20,00:00:39:08,"Acosta,","Acosta,",,,karla,bailarinas
00:00:39:08,00:00:41:23,Wayúu Pushaina (family lineage),Wayúu Pushaina (linaje familiar),,,karla,bailarinas
00:00:41:23,00:00:44:17,"a craftsman ,","Soy artesana,",,,karla,bailarinas
00:00:44:17,00:00:45:12,knowing,sabedora.,,,karla,bailarinas
00:00:45:12,00:00:47:18,I am part of the,Hago parte del,,,karla,bailarinas
00:00:47:18,00:00:49:19,from the Saüyeepia Wayuu school,de la escuela Saüyeepia Wayuu,,,karla,bailarinas
00:00:49:19,00:00:53:03,approximately ago,aproximadamente hace,,,karla,bailarinas
00:00:53:05,00:00:55:19,ten years,diez años,,,karla,bailarinas
00:00:55:19,00:01:00:00,"and we are in charge of multiplying knowledge,","y nos encargamos de multiplicar el conocimiento,",,,karla,bailarinas
00:01:00:02,00:01:02:23,"not to rescue, but to strengthen","no de rescatar, sino de fortalecer",,,karla,bailarinas
00:01:02:23,00:01:06:19,Our culture.,nuestra cultura.,,,karla,bailarinas
00:01:06:21,00:01:10:04,"Good morning, my name is Anyelin","Buenos dias, mi nombre es Anyelin",,,karla,bailarinas
00:01:10:06,00:01:13:05,Daughter of the Jayariyu,Hija de los Jayariyu,,,karla,bailarinas
00:01:13:05,00:01:15:07,I belong to the school,Soy perteneciente a la escuela,,,karla,bailarinas
00:01:15:07,00:01:18:19,Saüyeepia,Saüyeepia,,,karla,bailarinas
00:01:18:21,00:01:23:01,Inside Sauyeepia School,Dentro de la escuela Sauyeepia,,,karla,bailarinas
00:01:23:02,00:01:28:11,My role is to dance,Mi rol es danzar,,,karla,bailarinas
00:01:28:13,00:01:29:23,"Good morning,","Buenos días,",,,karla,bailarinas
00:01:29:23,00:01:32:20,My name is Katiuska Yamileth Jiménez Fajardo.,Mi nombre es Katiuska Yamileth Jiménez Fajardo.,,,karla,bailarinas
00:01:32:20,00:01:35:01,"I'm here,","Estoy aquí,",,,karla,bailarinas
00:01:35:01,00:01:37:14,I'm here with this,estoy aquí con este,,,karla,bailarinas
00:01:37:14,00:01:39:16,learning to dance,aprendiendo a bailar,,,karla,bailarinas
00:01:39:16,00:01:44:09,"Yonna, listen to this","la Yonna,  escuchar este",,,karla,bailarinas
00:01:44:11,00:01:47:02,and know everything,y conocer todo,,,karla,bailarinas
00:01:47:02,00:01:50:02,is heard belonging to,estoy perteneciendo al,,,karla,bailarinas
00:01:50:03,00:01:54:14,what is called,a lo que se llama,,,karla,bailarinas
00:01:54:16,00:02:00:04,The Sauyeepia School,La escuela Sauyeepia,,,karla,bailarinas
00:02:00:06,00:02:01:20,That.,Que.,,,karla,bailarinas
00:02:01:20,00:02:03:04,Is.,Es.,,,karla,bailarinas
00:02:03:04,00:02:05:21,"Well , well. and for you",Bueno que bien. Y para ustedes,,,karla,bailarinas
00:02:05:21,00:02:10:14,"which? Well, what did we just see in the dance?",¿cual?  bueno ¿que acabamos de ver en la danza?,,,karla,bailarinas
00:02:10:14,00:02:12:03,Can you explain to me ?,¿Me puede explicar?,,,karla,bailarinas
00:02:12:03,00:02:13:12,What what happened ? _,¿Qué qué pasó?,,,karla,bailarinas
00:02:13:12,00:02:16:10,"What were they doing in the dance, the steps","¿Qué estaban haciendo en el baile, los pasos",,,karla,bailarinas
00:02:16:10,00:02:19:08,and the significance it has?,y la significancia que tiene?,,,karla,bailarinas
00:02:19:08,00:02:23:08,"Well, our traditional dance,","Bueno, nuestra danza tradicional,",,,karla,bailarinas
00:02:23:10,00:02:25:13,"Well, since long ago,","pues desde hace tiempos,",,,karla,bailarinas
00:02:25:13,00:02:29:02,Since ancient times it has had some main variants.,Desde la antigüedad ha tenido unas variantes principales.,,,karla,bailarinas
00:02:29:04,00:02:32:04,"which are called pachikuata and Pa'tawa , which","que se llaman pachikuata y Pa´tawa, que",,,karla,bailarinas
00:02:32:04,00:02:35:04,"Well, it was what we danced at the beginning.",pues era lo que bailamos al principio.,,,karla,bailarinas
00:02:35:05,00:02:37:05,AHA,Ajá,,,karla,bailarinas
00:02:37:05,00:02:40:17,"Our steps are closely related to nature,","Nuestros pasos se relacionan mucho con la naturaleza,",,,karla,bailarinas
00:02:40:19,00:02:46:16,"in fact there we take like birds, for example, in","de hecho ahí tomamos como las aves, por ejemplo, en",,,karla,bailarinas
00:02:46:18,00:02:48:03,the one who is crouched,el que es agachadito,,,karla,bailarinas
00:02:48:03,00:02:48:10,is called,se llama,,,karla,bailarinas
00:02:48:10,00:02:52:07,Tortolita is one of the traditional birds typical of here,tortolita y es una de las aves tradicionales propias de acá,,,karla,bailarinas
